NyTIMESName,USCensusCountyName,State,FIPS
West Baton Rouge,West Baton Rouge Parish,Louisiana,22121
West Carroll,West Carroll Parish,Louisiana,22123
West Feliciana,West Feliciana Parish,Louisiana,22125
Westchester,Westchester County,New York,36119
Westmoreland,Westmoreland County,Pennsylvania,42129
Westmoreland,Westmoreland County,Virginia,51193
Weston,Weston County,Wyoming,56045
Wetzel,Wetzel County,West Virginia,54103
Wexford,Wexford County,Michigan,26165
Wharton,Wharton County,Texas,48481
Whatcom,Whatcom County,Washington,53073
Wheatland,Wheatland County,Montana,30107
Wheeler,Wheeler County,Georgia,13309
Wheeler,Wheeler County,Texas,48483
White,White County,Arkansas,5145
White,White County,Georgia,13311
White,White County,Illinois,17193
White,White County,Indiana,18181
White,White County,Tennessee,47185
White Pine,White Pine County,Nevada,32033
Whiteside,Whiteside County,Illinois,17195
Whitfield,Whitfield County,Georgia,13313
Whitley,Whitley County,Indiana,18183
Whitley,Whitley County,Kentucky,21235
Whitman,Whitman County,Washington,53075
Wichita,Wichita County,Texas,48485
Wicomico,Wicomico County,Maryland,24045
Wilbarger,Wilbarger County,Texas,48487
Wilcox,Wilcox County,Alabama,1131
Wilcox,Wilcox County,Georgia,13315
Wilkes,Wilkes County,Georgia,13317
Wilkes,Wilkes County,North Carolina,37193
Wilkin,Wilkin County,Minnesota,27167
Wilkinson,Wilkinson County,Georgia,13319
Wilkinson,Wilkinson County,Mississippi,28157
Will,Will County,Illinois,17197
Willacy,Willacy County,Texas,48489
Williams,Williams County,North Dakota,38105
Williams,Williams County,Ohio,39171
Williamsburg,Williamsburg County,South Carolina,45089
Williamsburg city,Williamsburg city,Virginia,51830
Williamson,Williamson County,Illinois,17199
Williamson,Williamson County,Tennessee,47187
Williamson,Williamson County,Texas,48491
Wilson,Wilson County,Kansas,20205
Wilson,Wilson County,North Carolina,37195
Wilson,Wilson County,Tennessee,47189
Wilson,Wilson County,Texas,48493
Winchester city,Winchester city,Virginia,51840
Windham,Windham County,Connecticut,9015
Windham,Windham County,Vermont,50025
Windsor,Windsor County,Vermont,50027
Winkler,Winkler County,Texas,48495
Winn,Winn Parish,Louisiana,22127
Winnebago,Winnebago County,Illinois,17201
Winnebago,Winnebago County,Iowa,19189
Winnebago,Winnebago County,Wisconsin,55139
Winneshiek,Winneshiek County,Iowa,19191
Winona,Winona County,Minnesota,27169
Winston,Winston County,Alabama,1133
Winston,Winston County,Mississippi,28159
Wirt,Wirt County,West Virginia,54105
Wise,Wise County,Texas,48497
Wise,Wise County,Virginia,51195
Wolfe,Wolfe County,Kentucky,21237
Wood,Wood County,Ohio,39173
Wood,Wood County,Texas,48499
Wood,Wood County,West Virginia,54107
Wood,Wood County,Wisconsin,55141
Woodbury,Woodbury County,Iowa,19193
Woodford,Woodford County,Illinois,17203
Woodford,Woodford County,Kentucky,21239
Woodruff,Woodruff County,Arkansas,5147
Woods,Woods County,Oklahoma,40151
Woodson,Woodson County,Kansas,20207
Woodward,Woodward County,Oklahoma,40153
Worcester,Worcester County,Maryland,24047
Worcester,Worcester County,Massachusetts,25027
Worth,Worth County,Georgia,13321
Worth,Worth County,Iowa,19195
Worth,Worth County,Missouri,29227
Wright,Wright County,Iowa,19197
Wright,Wright County,Minnesota,27171
Wright,Wright County,Missouri,29229
Wyandot,Wyandot County,Ohio,39175
Wyandotte,Wyandotte County,Kansas,20209
Wyoming,Wyoming County,New York,36121
Wyoming,Wyoming County,Pennsylvania,42131
Wyoming,Wyoming County,West Virginia,54109
Wythe,Wythe County,Virginia,51197
Yadkin,Yadkin County,North Carolina,37197
Yakima,Yakima County,Washington,53077
Yalobusha,Yalobusha County,Mississippi,28161
Yamhill,Yamhill County,Oregon,41071
Yancey,Yancey County,North Carolina,37199
Yankton,Yankton County,South Dakota,46135
Yates,Yates County,New York,36123
Yavapai,Yavapai County,Arizona,4025
Yazoo,Yazoo County,Mississippi,28163
Yell,Yell County,Arkansas,5149
Yellow Medicine,Yellow Medicine County,Minnesota,27173
Yellowstone,Yellowstone County,Montana,30111
Yoakum,Yoakum County,Texas,48501
Yolo,Yolo County,California,6113
York,York County,Maine,23031
York,York County,Nebraska,31185
York,York County,Pennsylvania,42133
York,York County,South Carolina,45091
York,York County,Virginia,51199
Young,Young County,Texas,48503
Yuba,Yuba County,California,6115
Yukon-Koyukuk Census Area,Yukon-Koyukuk Census Area,Alaska,2290
Yuma,Yuma County,Arizona,4027
Yuma,Yuma County,Colorado,8125
Zapata,Zapata County,Texas,48505
Zavala,Zavala County,Texas,48507
Ziebach,Ziebach County,South Dakota,46137
